student,neighbourhood,schooldist,hoodname,age,sex,smoking_at_home,smoking_parents,smoking_siblings,alcohol,cannabis,tobacco,money,romantic,wave,friend_1,friend_2,friend_3,friend_4,friend_5,friend_6,bestfriend,bfperiod,bfwave
s084,2,2.26,Neighbourhood B,12.9,boy,no,no,no,NA,1 none,1 none,10,no,t2,s076,s077,s036,s078,s098,NA,s077,from,t2
s084,2,2.26,Neighbourhood B,12.9,boy,no,no,no,2 once or twice a year,1 none,1 none,40,yes,t3,s049,s050,s074,s076,s078,NA,s077,from,t2
s084,2,2.26,Neighbourhood B,12.9,boy,no,no,no,2 once or twice a year,1 none,1 none,10,no,t1,s071,s075,s076,s077,s078,s079,s077,to,t2
s084,2,2.26,Neighbourhood B,12.9,boy,no,no,no,NA,1 none,1 none,10,no,t2,s076,s077,s036,s078,s098,NA,s077,to,t2
s084,2,2.26,Neighbourhood B,12.9,boy,no,no,no,2 once or twice a year,1 none,1 none,40,yes,t3,s049,s050,s074,s076,s078,NA,s077,to,t2
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s068,s083,NA,NA,NA,NA,s068,from,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,4 once a week,2 tried once,1 none,5,no,t3,s095,s083,NA,NA,NA,NA,s068,from,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,5,no,t2,NA,NA,NA,NA,NA,NA,s068,from,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s068,s083,NA,NA,NA,NA,s068,to,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,4 once a week,2 tried once,1 none,5,no,t3,s095,s083,NA,NA,NA,NA,s068,to,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,5,no,t2,NA,NA,NA,NA,NA,NA,s068,to,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s068,s083,NA,NA,NA,NA,s083,from,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,4 once a week,2 tried once,1 none,5,no,t3,s095,s083,NA,NA,NA,NA,s083,from,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,5,no,t2,NA,NA,NA,NA,NA,NA,s083,from,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s068,s083,NA,NA,NA,NA,s083,to,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,4 once a week,2 tried once,1 none,5,no,t3,s095,s083,NA,NA,NA,NA,s083,to,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,5,no,t2,NA,NA,NA,NA,NA,NA,s083,to,t1
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s068,s083,NA,NA,NA,NA,s095,from,t3
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,4 once a week,2 tried once,1 none,5,no,t3,s095,s083,NA,NA,NA,NA,s095,from,t3
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,5,no,t2,NA,NA,NA,NA,NA,NA,s095,from,t3
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,10,no,t1,s068,s083,NA,NA,NA,NA,s095,to,t3
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,4 once a week,2 tried once,1 none,5,no,t3,s095,s083,NA,NA,NA,NA,s095,to,t3
s085,1,0.9,Neighbourhood A,13.5,boy,yes,yes,no,2 once or twice a year,2 tried once,1 none,5,no,t2,NA,NA,NA,NA,NA,NA,s095,to,t3
s087,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,1 none,1 none,1 none,20,no,t1,s065,s028,s072,s086,s093,s157,s065,from,t1
s087,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,3 once a month,1 none,1 none,10,no,t2,s065,s052,s086,s123,NA,NA,s065,from,t1
s087,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,4 once a week,3 occasional,3 regular,10,no,t3,s052,s065,s086,s093,s107,NA,s065,from,t1
s087,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,1 none,1 none,1 none,20,no,t1,s065,s028,s072,s086,s093,s157,s065,to,t2
s087,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,3 once a month,1 none,1 none,10,no,t2,s065,s052,s086,s123,NA,NA,s065,to,t2
s087,1,0.9,Neighbourhood A,13.7,girl,yes,no,yes,4 once a week,3 occasional,3 regular,10,no,t3,s052,s065,s086,s093,s107,NA,s065,to,t2
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,4,yes,t1,s056,s070,s089,NA,NA,NA,s056,from,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,5,yes,t2,s112,s089,s106,NA,NA,NA,s056,from,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,10,no,t3,s056,s105,s112,NA,NA,NA,s056,from,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,4,yes,t1,s056,s070,s089,NA,NA,NA,s056,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,5,yes,t2,s112,s089,s106,NA,NA,NA,s056,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,10,no,t3,s056,s105,s112,NA,NA,NA,s056,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,4,yes,t1,s056,s070,s089,NA,NA,NA,s105,from,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,5,yes,t2,s112,s089,s106,NA,NA,NA,s105,from,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,10,no,t3,s056,s105,s112,NA,NA,NA,s105,from,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,4,yes,t1,s056,s070,s089,NA,NA,NA,s105,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,5,yes,t2,s112,s089,s106,NA,NA,NA,s105,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,10,no,t3,s056,s105,s112,NA,NA,NA,s105,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,4,yes,t1,s056,s070,s089,NA,NA,NA,s112,from,t2
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,5,yes,t2,s112,s089,s106,NA,NA,NA,s112,from,t2
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,10,no,t3,s056,s105,s112,NA,NA,NA,s112,from,t2
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,4,yes,t1,s056,s070,s089,NA,NA,NA,s112,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,5,yes,t2,s112,s089,s106,NA,NA,NA,s112,to,t3
s088,2,2.26,Neighbourhood B,13.2,girl,yes,yes,no,4 once a week,1 none,1 none,10,no,t3,s056,s105,s112,NA,NA,NA,s112,to,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,10,no,t1,s088,s004,s012,s039,s056,s112,s008,from,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,2 once or twice a year,1 none,1 none,20,no,t2,s004,s008,s039,s088,s112,s156,s008,from,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,30,no,t3,s008,s039,s004,s011,s012,s015,s008,from,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,10,no,t1,s088,s004,s012,s039,s056,s112,s008,to,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,2 once or twice a year,1 none,1 none,20,no,t2,s004,s008,s039,s088,s112,s156,s008,to,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,30,no,t3,s008,s039,s004,s011,s012,s015,s008,to,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,10,no,t1,s088,s004,s012,s039,s056,s112,s039,from,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,2 once or twice a year,1 none,1 none,20,no,t2,s004,s008,s039,s088,s112,s156,s039,from,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,30,no,t3,s008,s039,s004,s011,s012,s015,s039,from,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,10,no,t1,s088,s004,s012,s039,s056,s112,s039,to,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,2 once or twice a year,1 none,1 none,20,no,t2,s004,s008,s039,s088,s112,s156,s039,to,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,30,no,t3,s008,s039,s004,s011,s012,s015,s039,to,t3
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,10,no,t1,s088,s004,s012,s039,s056,s112,s088,from,t1
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,2 once or twice a year,1 none,1 none,20,no,t2,s004,s008,s039,s088,s112,s156,s088,from,t1
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,30,no,t3,s008,s039,s004,s011,s012,s015,s088,from,t1
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,10,no,t1,s088,s004,s012,s039,s056,s112,s088,to,t1
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,2 once or twice a year,1 none,1 none,20,no,t2,s004,s008,s039,s088,s112,s156,s088,to,t1
s089,1,0.9,Neighbourhood A,13.1,girl,no,no,no,4 once a week,1 none,1 none,30,no,t3,s008,s039,s004,s011,s012,s015,s088,to,t1
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,1,no,t1,s075,s076,s080,NA,NA,NA,s075,from,t1
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,22.5,no,t2,s075,s076,s091,NA,NA,NA,s075,from,t1
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,18,no,t3,s076,s075,s077,NA,NA,NA,s075,from,t1
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,1,no,t1,s075,s076,s080,NA,NA,NA,s075,to,t1
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,22.5,no,t2,s075,s076,s091,NA,NA,NA,s075,to,t1
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,18,no,t3,s076,s075,s077,NA,NA,NA,s075,to,t1
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,1,no,t1,s075,s076,s080,NA,NA,NA,s076,from,t3
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,22.5,no,t2,s075,s076,s091,NA,NA,NA,s076,from,t3
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,18,no,t3,s076,s075,s077,NA,NA,NA,s076,from,t3
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,1,no,t1,s075,s076,s080,NA,NA,NA,s076,to,t3
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,1 none,1 none,22.5,no,t2,s075,s076,s091,NA,NA,NA,s076,to,t3
s090,2,2.26,Neighbourhood B,13.2,boy,no,no,no,2 once or twice a year,2 tried once,1 none,18,no,t3,s076,s075,s077,NA,NA,NA,s076,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s018,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s018,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s018,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s018,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s018,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s018,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s061,from,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s061,from,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s061,from,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s061,to,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s061,to,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s061,to,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s068,from,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s068,from,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s068,from,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s068,to,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s068,to,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s068,to,t2
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s108,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s108,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s108,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s108,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s108,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s108,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s138,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s138,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s138,from,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,NA,1 none,1 none,7,no,t2,s061,s068,s053,s083,s116,NA,s138,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5,no,t3,s018,s108,s138,s021,s061,s084,s138,to,t3
s091,1,0.9,Neighbourhood A,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7.5,yes,t1,NA,NA,NA,NA,NA,NA,s138,to,t3
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,0.5,yes,t1,s081,s088,NA,NA,NA,NA,s081,from,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5.5,no,t3,s122,s061,s110,s127,NA,NA,s081,from,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,NA,1 none,1 none,3,no,t2,NA,NA,NA,NA,NA,NA,s081,from,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,0.5,yes,t1,s081,s088,NA,NA,NA,NA,s081,to,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5.5,no,t3,s122,s061,s110,s127,NA,NA,s081,to,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,NA,1 none,1 none,3,no,t2,NA,NA,NA,NA,NA,NA,s081,to,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,0.5,yes,t1,s081,s088,NA,NA,NA,NA,s088,from,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5.5,no,t3,s122,s061,s110,s127,NA,NA,s088,from,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,NA,1 none,1 none,3,no,t2,NA,NA,NA,NA,NA,NA,s088,from,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,0.5,yes,t1,s081,s088,NA,NA,NA,NA,s088,to,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5.5,no,t3,s122,s061,s110,s127,NA,NA,s088,to,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,NA,1 none,1 none,3,no,t2,NA,NA,NA,NA,NA,NA,s088,to,t1
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,0.5,yes,t1,s081,s088,NA,NA,NA,NA,s122,from,t3
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5.5,no,t3,s122,s061,s110,s127,NA,NA,s122,from,t3
s092,4,NA,NA,13.4,boy,yes,yes,no,NA,1 none,1 none,3,no,t2,NA,NA,NA,NA,NA,NA,s122,from,t3
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,0.5,yes,t1,s081,s088,NA,NA,NA,NA,s122,to,t3
s092,4,NA,NA,13.4,boy,yes,yes,no,2 once or twice a year,1 none,1 none,5.5,no,t3,s122,s061,s110,s127,NA,NA,s122,to,t3
s092,4,NA,NA,13.4,boy,yes,yes,no,NA,1 none,1 none,3,no,t2,NA,NA,NA,NA,NA,NA,s122,to,t3
s093,1,0.9,Neighbourhood A,13,girl,yes,yes,no,3 once a month,1 none,1 none,30,yes,t1,s027,s087,NA,NA,NA,NA,s027,from,t1
s093,1,0.9,Neighbourhood A,13,girl,yes,yes,no,4 once a week,1 none,1 none,20,no,t2,s027,s086,s087,NA,NA,NA,s027,from,t1
s093,1,0.9,Neighbourhood A,13,girl,yes,yes,no,3 once a month,1 none,3 regular,30,yes,t3,s027,s006,s028,s034,s086,s087,s027,from,t1
s093,1,0.9,Neighbourhood A,13,girl,yes,yes,no,3 once a month,1 none,1 none,30,yes,t1,s027,s087,NA,NA,NA,NA,s027,to,t3
s093,1,0.9,Neighbourhood A,13,girl,yes,yes,no,4 once a week,1 none,1 none,20,no,t2,s027,s086,s087,NA,NA,NA,s027,to,t3
s093,1,0.9,Neighbourhood A,13,girl,yes,yes,no,3 once a month,1 none,3 regular,30,yes,t3,s027,s006,s028,s034,s086,s087,s027,to,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s020,from,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s020,from,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s020,from,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s020,to,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s020,to,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s020,to,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s021,from,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s021,from,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s021,from,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s021,to,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s021,to,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s021,to,t1
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s083,from,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s083,from,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s083,from,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s083,to,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s083,to,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s083,to,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s085,from,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s085,from,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s085,from,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,6,no,t1,s020,s021,s018,s138,NA,NA,s085,to,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,7,no,t2,s020,s021,s068,s083,s085,NA,s085,to,t3
s095,2,2.26,Neighbourhood B,13,boy,yes,yes,no,2 once or twice a year,1 none,1 none,10,no,t3,s083,s085,s020,s021,NA,NA,s085,to,t3
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t1,s002,s049,s074,s101,s113,s137,s002,from,t1
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t2,s002,s036,s049,s120,s137,NA,s002,from,t1
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,2 occasional,35,yes,t3,s120,s036,s151,NA,NA,NA,s002,from,t1
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t1,s002,s049,s074,s101,s113,s137,s002,to,t1
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t2,s002,s036,s049,s120,s137,NA,s002,to,t1
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,2 occasional,35,yes,t3,s120,s036,s151,NA,NA,NA,s002,to,t1
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t1,s002,s049,s074,s101,s113,s137,s120,from,t3
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t2,s002,s036,s049,s120,s137,NA,s120,from,t3
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,2 occasional,35,yes,t3,s120,s036,s151,NA,NA,NA,s120,from,t3
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t1,s002,s049,s074,s101,s113,s137,s120,to,t3
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,1 none,25,no,t2,s002,s036,s049,s120,s137,NA,s120,to,t3
s098,1,0.9,Neighbourhood A,13.5,boy,no,no,no,4 once a week,3 occasional,2 occasional,35,yes,t3,s120,s036,s151,NA,NA,NA,s120,to,t3
s099,1,0.9,Neighbourhood A,13.8,girl,yes,yes,no,3 once a month,2 tried once,1 none,4,yes,t1,s133,s046,s094,s111,NA,NA,s115,from,t2
s099,1,0.9,Neighbourhood A,13.8,girl,yes,yes,no,3 once a month,2 tried once,1 none,3,no,t2,s115,s013,s081,s082,NA,NA,s115,from,t2
s099,1,0.9,Neighbourhood A,13.8,girl,yes,yes,no,4 once a week,3 occasional,1 none,15,yes,t3,s081,s115,s152,NA,NA,NA,s115,from,t2
s099,1,0.9,Neighbourhood A,13.8,girl,yes,yes,no,3 once a month,2 tried once,1 none,4,yes,t1,s133,s046,s094,s111,NA,NA,s115,to,t2
s099,1,0.9,Neighbourhood A,13.8,girl,yes,yes,no,3 once a month,2 tried once,1 none,3,no,t2,s115,s013,s081,s082,NA,NA,s115,to,t2
